siteid,code,status,name,site_type
2P1QQL7ZQY1FE,GQMALPT,ACTIVE,Malabo Port Terminal,TERMINAL
0EIBZMFHL8MTB,,INACTIVE,Hillsborough Nj,TO BE UPDATED
0MLBYO7LJCFSU,IQBSRTM,ACTIVE,Basrah Terminal,TERMINAL
5178198490840,IEDUB30P,ACTIVE,"Dublin, Everton Depot",DEPOT
274HKWTEZDW1Q,,INACTIVE,"Port Coquitlam,Bc",TO BE UPDATED
7SNU1YXBBETFP,DJJIBMG,ACTIVE,Djibouti Magasins Generaux,DEPOT
2KSU6VL7HHH8E,CNNNGEH,INACTIVE,Ever Harvest Shipping Ltd,TO BE UPDATED
2QU7WD8KH7RI5,SAJEDG2,ACTIVE,Globe Marine Depot 2,DEPOT
0UNQ1TM33K1A7,SARIACT,ACTIVE,Riyadh,TERMINAL
1XTCQUB07060L,KRSELTM,ACTIVE,KEC Bugok CY,RAIL TERMINAL
KEL8AURCVM1ZY,INPNQD1,INACTIVE,Task Op Fac 1 April,DEPOT
0WKOG765369VJ,USESFNS,INACTIVE,Alexandria-Ns Ramp,RAIL TERMINAL
3ED22UCNVCYCP,VEPBLSA,ACTIVE,Serviatlantico,DEPOT
3M1J85V5W1PE2,KWKWI03,INACTIVE,Arifjan Customer Location,CUSTOMER LOCATION
YTICB0UTX30MM,KRULSDY,ACTIVE,Busan International Transhipment,TERMINAL
2RDDR76BAO83Q,ROLI3RR,ACTIVE,Timisoara Rail Terminal,RAIL TERMINAL
WR4GISO4LOSVT,TRKAY02,ACTIVE,Arkas Kayseri Rail Terminal,RAIL TERMINAL
3BHNVQ63ZI492,ROCNDFZ,INACTIVE,Constanta Free Zone,TERMINAL
1WPTZ40H9ECG9,PAXPETRI,ACTIVE,Free Zone Triangulations,DEPOT
2BI6H7KEBJDKV,,INACTIVE,Usk         Wa,TO BE UPDATED
2UDY99PNKKH46,,INACTIVE,Fruit of the Loom-Jeanerette,DEPOT
1DA5WZL68CA67,USNWK21,INACTIVE,Carolina Freight,TO BE UPDATED
IABMAWFXOBFVK,CLVALST,ACTIVE,Sitrans Curauma,DEPOT
1VCGI2NHM49VD,IEDUB02,ACTIVE,DUBLIN FERRYPORT TERMINALS,TERMINAL
4A7LJZBOQWBWG,ITGOAIR,ACTIVE,INDUSTRIE REBORA SRL GENOVA PORTO,DEPOT
QCPG26CWK2JWY,DKRKIBD,INACTIVE,Brdr Dyring Transport,DEPOT
28COTPNRQZQ0L,USMEMCG,ACTIVE,Conglobal,DEPOT
3NOA3J90UPZLR,,INACTIVE,W Chicago,TO BE UPDATED
1FQO04I5DMSZF,CNNKGLT,ACTIVE,Nanjing Long Tan Terminal,TERMINAL
73ZAUCLL1ZQ4R,UYTPPMP,ACTIVE,MONTES DEL PLATA,BARGE TERMINAL
0FEZRVGKBJZPS,CLARISI,INACTIVE,Sitrans Arica,DEPOT
1YD39TIJOE3R3,,INACTIVE,Ethel,TO BE UPDATED
1OWZ6LONOH512,KRBUSMT,ACTIVE,Busan Newport Multipurpose Terminal,TERMINAL
1XJAAHGDBV5VJ,,INACTIVE,"Frodsham, Chesire",TO BE UPDATED
274F2ENOP2B9A,,INACTIVE,Waterloo    On,TO BE UPDATED
3VH9NWFSJGSOJ,DKBRY01,INACTIVE,Broendby Kran,DEPOT
018OE7XVZS828,NZTIUCS,ACTIVE,Timaru Polarcold Stores Ltd,CUSTOMER LOCATION
0WFTFQB4BFHP8,CHZRH02,INACTIVE,Zurich Container Terminal,TERMINAL
24XCX2UIKFUD9,PLGDN01,ACTIVE,Balticon Gdansk,DEPOT
UJDT218Z2WPKX,KHPNHRC,ACTIVE,Retop Container Service,DEPOT
0T5HOXSW01P1W,ZWXT701,INACTIVE,Kadoma Rail Station,RAIL TERMINAL
2TTSNBJRACVJ3,PEI1LML,INACTIVE,Ilo Marine Terminal,TERMINAL
FH5IETZYP8LEM,NGLOSBL,INACTIVE,Bollore Transport and Logistics Nig,BARGE TERMINAL
0D7X8UE4P5OZV,ITRANTM,ACTIVE,RAVENNA TCR Terminal Container Rave,TERMINAL
1I7FMA8PB83LQ,USLGBIOS,INACTIVE,Long Beach IOS,DEPOT
1VW86IQUCOZNI,,INACTIVE,Loire,TO BE UPDATED
EIGNVRRGTTJMK,INJHTAPR,ACTIVE,APMT EMR,DEPOT
13RYKM0LPE4ZC,USPAL20P,INACTIVE,Exxon,CUSTOMER LOCATION
0QTVL6PGRU1KV,USPHLFI,INACTIVE,Philadelphia,TO BE UPDATED
X5DFJT67FSXY9,BAG0JTT,ACTIVE,Banja Luka TTL Terminal,TERMINAL
19FV0Z44BLCOU,,INACTIVE,Karlslunde,TO BE UPDATED
GQDWVTKWDLFND,USWIYHS,INACTIVE,"Trans Harbor Services, LLC",DEPOT
4LO8CRASLMGMZ,USBALBB,ACTIVE,BLACK BULLET TRANS HP HOUSE TRUCKER,DEPOT
7002965336201,IEORK30P,INACTIVE,IRISH RAIL,DEPOT
5N4X9VCA8JPIG,RUKALVO,INACTIVE,Vorsino Rail Station,RAIL TERMINAL
3T9ZWH0CFLJ5G,CATOR08,INACTIVE,Toronto CY,DEPOT
0G62IZ6OLMK0T,FRUSC01,ACTIVE,Fra naviland-Depot valenton,DEPOT
TRU34NFEDPSVO,ZADURCS,ACTIVE,Cargo Serv,RAIL TERMINAL
8176197464660,TNTUN31P,ACTIVE,LOGISTIQUE MANUTENTION STATIONNEMEN,DEPOT
249WCZPBF903Z,USCOIRT,INACTIVE,Memphis NS- Rossville,RAIL TERMINAL
0P274JVFJ21I9,USHOURR,INACTIVE,Houston Rail Ramp,RAIL TERMINAL
304UQ50JMWWHQ,,INACTIVE,Sychrov,TO BE UPDATED
9377534649976,USGRG30P,INACTIVE,International Paper,CUSTOMER LOCATION
0HSWO0MQZVSSF,USPEVCC,INACTIVE,Pt Everglades Concord,TERMINAL
1666OCRF03CLB,USDALKT,INACTIVE,Dal-Mkt Rr,DEPOT
3C6R3TDFFHNY7,USRICCS,INACTIVE,Rch-Csx,RAIL TERMINAL
7855646367118,PHILO32P,INACTIVE,PPA - PORT MANAGEMENT OFFICE,TERMINAL
1D9RY73OCNO03,CNTSTGZ,ACTIVE,Qingdao Gangzhan,RAIL TERMINAL
XIGZNH9WTBWHF,AUBNEG1,ACTIVE,102 Gateway Container park,DEPOT
9027245919698,SGSIN46P,INACTIVE,GOLDSTREAM CONTAINERS PTE LTD,DEPOT
0T0PU5VQIYFSU,,INACTIVE,Raddestorf-Gliessen,TO BE UPDATED
WOQBBWIFGJEXN,PKKHICD,ACTIVE,CENTRAL ORDINANCE DEPOT,DEPOT
L0DTWKVK29WAJ,ARBUEDO,ACTIVE,DODERO,DEPOT
4FMWSHYKHDQCP,ITXPBPI,ACTIVE,Phoenix International Arquata,DEPOT
2T0N2KSCPSU7E,AWAGUCT,ACTIVE,Barcadera Container Terminal,TERMINAL
0B60CFNPT1SGJ,,INACTIVE,Khowst Depot,DEPOT
2LP66RFGP1I2R,GBDTY01,ACTIVE,"Daventry, Gordans",CUSTOMER LOCATION
1TK8Q1YOJUWNH,KZKUSRR,ACTIVE,Kustanai Rail Terminal,RAIL TERMINAL
16AY80YBON65H,PYASUSA,INACTIVE,Terport SA,BARGE TERMINAL
0TQ5RBBTRT50L,CUSAN20P,ACTIVE,Servicios Portuarios Del Oriente,TERMINAL
304JMNZWDXT33,HKHKGCS,ACTIVE,Hongkong/Container Freight Station,CONTAINER FREIGHT STATION
2BCX6BMF4ESKG,INJHTAM,ACTIVE,Ameya Logistics Pvt Ltd,CONTAINER FREIGHT STATION
9347680201450,INCOK30P,INACTIVE,REEFCO CONTAINER TERMINAL,DEPOT
ZG1VUZIEYVA6S,CLTHOTA,ACTIVE,TALCAHUANO AGENTAL,DEPOT
S5UT8QTVDQAPB,KRBUSKU,ACTIVE,KUKDONG Total Logistics Svc HASTI 1,DEPOT
0B3JOTJTZ2DI6,AZ4EOTM,INACTIVE,Naxcivan Customs Terminal,TERMINAL
2S7AIC7AEWD3W,NOHYAPT,INACTIVE,Heroeya Port Terminal,TERMINAL
EZ1H5EQFOD58R,IDSUBCC,ACTIVE,Cahaya Container Depot,DEPOT
00JYOM4Y8WH33,USTAC06,INACTIVE,Puget Sound Off Dock Cy-Wyoben,TO BE UPDATED
2I6IDHOO3S0XE,CNSSRRT,ACTIVE,Wuhu Eqiao Rail Station,RAIL TERMINAL
2AT9T95RFK9MX,BRMAOCT,INACTIVE,Cranston Transportes Integrados Ltd,TERMINAL
3I7G2BE4LR3B3,GPFDFTM,INACTIVE,Fort De Fran/Techmarine,TERMINAL
3KDWG9B0QU5PW,CDJLX09,ACTIVE,Cotraco Kinshasa,CUSTOMER LOCATION
YXKIYPJALDPOX,FIHELVU,INACTIVE,PLS DO NOT USE,DEPOT
1477E2DWSEI45,ITVCE01,ACTIVE,San Marco Terminal Sogester,RAIL TERMINAL
0K9O4BOLPA6WV,,INACTIVE,Georgetown  De,TO BE UPDATED
LWTPZNHGDLW7S,ESCAGTG,ACTIVE,NOR - TRANSGLOBAL,DEPOT
35M4K54T7ZINA,ROCND23,INACTIVE,Apmt Constanta Emr,DEPOT
1PLQSFZODZDZ3,IDBEL02,ACTIVE,Belawan Deli - Utc Gabion Cfs,CONTAINER FREIGHT STATION
3MKTAAP0ORFCV,USNOL01,INACTIVE,New Orleans/Neeb-Kearney Co. Inc,TO BE UPDATED
0ORVC2FQK49A3,DEGHNM1,INACTIVE,Grebenhain Military Depot,DEPOT
08CVK1UNP77TA,USICTBY,INACTIVE,Boeing,RAIL TERMINAL
10AEHHEXSCGFF,THBKK45P,INACTIVE,Siam Shoreside Service Ltd,DEPOT
QSBIRDPMQ2EH8,TRKON02,INACTIVE,Arkas Konya Depo,DEPOT
1T82B7BLBP684,ZMNDO03,ACTIVE,Celtic Freight Container Depot,DEPOT
6JZKUFPK8AVDN,AUPAKPA,ACTIVE,Pacific National Parkes,RAIL TERMINAL
18MF4AI1UDEV2,,INACTIVE,Stammham (Kr.Eichstaett),TO BE UPDATED
19GFBRIJNJWJI,,INACTIVE,N Lake,TO BE UPDATED
182X8DCKXFNG6,CNZJ6TZ,ACTIVE,Taizhou Barge Terminal,TERMINAL
3JARH7ALAEU7Z,MYPGD04,INACTIVE,Kontena Nasional Berhad,DEPOT
2FVHPHHMWO3YN,USSUFSD,INACTIVE,Suffolk S/D,CONTAINER FREIGHT STATION
2XC2T7DV97XJF,TZDAR06,ACTIVE,Rail Mounting Gantry (RMG),TERMINAL
2805231596718,USCNC34P,INACTIVE,Transus Trucking,DEPOT
3GMRAU1J3TO25,USMEMPS,INACTIVE,Port Seatrain,CUSTOMER LOCATION
2D4YEHHKTBON3,USBSFSP,INACTIVE,Bsf-Sp Rr,RAIL TERMINAL
0918BOL7KK3GE,CNHSKTJ,ACTIVE,Tian Sheng,TO BE UPDATED
2G53FUUH3ESFY,,INACTIVE,Castejon Del Puente,TO BE UPDATED
3GU50MEV57G5B,,INACTIVE,Batam Island,TO BE UPDATED
3QP8CAQ3Q4P2Q,CLARICT,ACTIVE,Contopsa Arica,DEPOT
2747VGMA1R2IM,,INACTIVE,Amberg (Bei Buchloe),TO BE UPDATED
3025695613132,DEBRV32P,INACTIVE,Triangulation Brv Area,DEPOT
URUMOR1Y3VRBX,NZNOIRW,ACTIVE,Royal Wolf TIL,DEPOT
33OXA3DKPQ3R2,,INACTIVE,Riedlhuette,TO BE UPDATED
16KUJQSXWQY9U,DEBMHM1,INACTIVE,Baumholder Military Depot,DEPOT
23JZ6J6OG09SI,GETBLSA,ACTIVE,Sameba 2,TERMINAL
3JAIQ5VI82QTH,USNAVIN,ACTIVE,Intermodal CarTAGe,DEPOT
2JFMOAGI02BGF,USCLENS,ACTIVE,CLEVELAND NORFOLK SOUTHERN RR,RAIL TERMINAL
9AOHIRLIXGBOF,CATORMX,INACTIVE,Marex Intermodal Inc,DEPOT
3EWV9I2UMJP3H,TMASHRR,ACTIVE,Kipchak Station Container Terminal,RAIL TERMINAL
20JVKT3HM50C4,GBCOY02,ACTIVE,"Croyden, Ravenstock",CUSTOMER LOCATION
1PVP5DHOI2CN3,,INACTIVE,Orange City Ia,TO BE UPDATED
2BI7K8CFBHF9B,USMECZA,INACTIVE,Aarasota,CUSTOMER LOCATION
7497926478972,FIHEL33P,INACTIVE,PLS DO NOT USE,TERMINAL
2L2WF9T8XM3Y7,USCDEMF,INACTIVE,Macandrews + Forbes,TO BE UPDATED
330BW97NZTVL6,DECLTM1,INACTIVE,Eselsfuerth Military Depot,DEPOT
0599835799355,MXGDL31P,ACTIVE,Infraestructura Metalica Intermodal,TERMINAL
1PLLUDU2E3GXQ,,INACTIVE,Titisee-Neustadt,TO BE UPDATED
S5IMJABDJAO0X,NLAMSUS,ACTIVE,"United Stevedores Amsterdam, USA",DEPOT
2VHCPVA8PG6QW,PLGDYTD,INACTIVE,Baltycki Terminal Drobnicowy,TERMINAL
0FM2Z9UW3ZE7O,FIOUL01,ACTIVE,Oulu Terminal,TERMINAL
5274465282110,DEBRE36P,INACTIVE,Triangulation Bremen Area,DEPOT
1Z8UGLE6JT9O7,DEHAMR29,ACTIVE,CDR Hamburg GMBH,DEPOT
1YCR2FRJCES8U,,INACTIVE,Weilheim (An Der Teck),TO BE UPDATED
K7PB397J41ZPQ,GRPIRHA,ACTIVE,HARTSAS PIR,DEPOT
0ZBKU7JFM7FY7,,INACTIVE,Bombay (Mumbai),TO BE UPDATED
2670244957632,MZNAL30P,INACTIVE,NACALA CONTAINER TERMINAL - UNPACKI,DEPOT
3SQNXSHBKJRTS,INAMDAJ,ACTIVE,CFS Adalaj,CONTAINER FREIGHT STATION
0EE2UECQO8124,,INACTIVE,Sihanoukville 1erminal,TERMINAL
00JZCS7QA8UQ4,NOQEATM,INACTIVE,Austevoll Terminal,TERMINAL
4HGO9E2JUAY8L,MYLPKMO,ACTIVE,MCY Offdock,DEPOT
3F71VZLQ0CL8F,,INACTIVE,"Asuncion,Paraguay",TO BE UPDATED
AEYMH2HMX0T6T,CRLIZAC,ACTIVE,ATLANTIC CONTAINER TERMINALS,DEPOT
8HQCCCYC8SW7Z,BDCGPIS,ACTIVE,Ispahani Summit Alliance Terminals,DEPOT
1ZV2MH31STIJR,USGCTAC,INACTIVE,All Coast Transportation,CUSTOMER LOCATION
0MGC1TL43YNI7,,INACTIVE,Monroe Park,TO BE UPDATED
0GZ8DW2OBBLVI,,INACTIVE,Rio Haina - Containers Term / Port,TO BE UPDATED
3SVQYEXR2YKN9,USLUKCW,INACTIVE,Lubbock Cotton W'house,CUSTOMER LOCATION
08HKFFMNBDZRX,IRABDTM,INACTIVE,Abadan Customs Terminal,CUSTOMER LOCATION
1220GUDUKKJBL,CNTSKXJ,INACTIVE,Xin Jin Hang Logistics Co Ltd,BARGE TERMINAL
ORGI8JQIZORGN,AUPZHAP,ACTIVE,A & P Transport,DEPOT
PMPBZRNNTBEP0,BRBCNSP,ACTIVE,Servporto Servicos Gerais,DEPOT
2XEH5XGMD791B,,INACTIVE,"Blakely,Ga",TO BE UPDATED
182VN4V5JC2GV,NZNOI01,INACTIVE,Napier/Container Depot,DEPOT
2VD1RM7XEYXFG,NGAPP12,ACTIVE,ITC,DEPOT
8735048043884,USCMH35P,INACTIVE,Copeland Corporation,CUSTOMER LOCATION
0U435TZZ9791A,,INACTIVE,"Hamilton,Bermuda",TO BE UPDATED
1A9YZWPFZU73Y,BRSSZIN,INACTIVE,"Santos, Tra Integral",TO BE UPDATED
37IL55HX30HA7,USCHI10,INACTIVE,Soo Line Railroad Cofc Ramp,RAIL TERMINAL
03U6ID6I6XD33,,INACTIVE,Claremont,TO BE UPDATED
TIJQEI9POZWLT,PKKHITX,ACTIVE,HTAL TPX Yard,DEPOT
JGRGQBL0DGE1L,NZWELRW,ACTIVE,Royal Wolf Wellington,DEPOT
18NAB1VIQVV4C,GBRAH04,ACTIVE,1ST Containers (UK) Ltd,CUSTOMER LOCATION
3871224226370,USSTL31P,INACTIVE,Olin Corporation Winchester Interna,CUSTOMER LOCATION
TLMTTIE0TEXVX,CNSGHW1,ACTIVE,Shanghai Pudong Intl Container,TERMINAL
00TWQB5LH7OU7,,INACTIVE,Mt Dora,TO BE UPDATED
07YCD6LSM2Y5A,GTSDCTM,ACTIVE,Santo Tomas Terminal,TERMINAL
21WPL7XGG26PR,GBBKG02,ACTIVE,Barking RCL,TO BE UPDATED
12QSP78F7IVKC,IEDUBCS,ACTIVE,Container Specialists (CTS) Ltd.,DEPOT
1K4Q8EWOM467Z,,INACTIVE,W Coast Slot Charter,TO BE UPDATED
PGGCKRRLQ6QSP,NOTRDPS,ACTIVE,P Strom Shipping AS,DEPOT
G7TFUQMVB11HK,BEANTPG,ACTIVE,Progeco Antwerp,DEPOT
1D0EKJIU1QMPR,,INACTIVE,E Boston,TO BE UPDATED
3B7JMWCH1IUVK,CNWHUSF,INACTIVE,Wuhu Sifang Trans. co.,TERMINAL
09G9980LOLA0U,SOBBOTM,ACTIVE,Berbera Terminal,TERMINAL
A0DAQF6OLSRXM,IDJKTTM,ACTIVE,PT Tungya Collins Terminal,DEPOT
2PNYV0T5EW5GK,CNDPCOO,ACTIVE,ShaTian Depot,DEPOT
BPNTKL4VFV7ME,TRIZMAR,ACTIVE,Arkas Izmir,DEPOT
3D03547ZC8TBY,CND3OTY,INACTIVE,Yangzhou Tongyun Container Co. Ltd,TO BE UPDATED
3NNYWJCNZD94U,,INACTIVE,Roz Sur Couesnon,TO BE UPDATED
2EI1B49YHNGRQ,THLZP20P,INACTIVE,Laem Chabang Leasing Depot,DEPOT
00AGP7P39HYM7,,INACTIVE,Goodland    Ks,TO BE UPDATED
3DOXTYAJT4I4I,MYPGB20P,INACTIVE,Multimodal Freight P.Besar,DEPOT
4769610783444,PTLRS30P,ACTIVE,Conteparque - Bobadela,DEPOT
3QYIWHXYI4L8F,,INACTIVE,Riyadh Railways Container Terminal,TERMINAL
2ZKSLE1GT2B4G,CNJIUNY,ACTIVE,Jiujiang Nanyang Int'l Shipping Ltd,BARGE TERMINAL
1K29ZOSF6VQZP,NZROTRR,ACTIVE,Rotorua Railhead,RAIL TERMINAL
2899743198836,CNLHS30P,INACTIVE,Lianhuashan,TERMINAL
38W4AL3CF4FFJ,BEANT373,INACTIVE,Europort Logistics Center,DEPOT
061I5EB7C26QK,RUNOKRR,ACTIVE,OAO Kuzneckie Ferrosplavy,RAIL TERMINAL
2118443554322,MXZLO31P,ACTIVE,MANZANILLO CONTENEDORES TRANSPORTAC,DEPOT
0W42AFAIUE02F,IEORK31P,INACTIVE,O'Connells Depot,DEPOT
EFJ6Y3U5NSRG5,SEAGHWI,INACTIVE,Wikibox - SEAGH,DEPOT
XPBY13ENUT65D,PAMANRR,ACTIVE,Manzanillo PCRC Rail Ramp,RAIL TERMINAL
HCQVV2DOVCOXN,MGB2GAP,ACTIVE,APC Premium Logistics,DEPOT
1S2HKSF7N9JLR,JPSMZ02,ACTIVE,Shimizu Cfs,CONTAINER FREIGHT STATION
20TNT1G8GR5V7,AUSYDWD,ACTIVE,Wridgways Depot,DEPOT
OT3W5FN2ZOEK9,HKHKGBL,ACTIVE,Brigantine Services Limited HK,TERMINAL
2TIFO2YMTDQOK,CLSAITE,ACTIVE,Tesco San Antonio,DEPOT
0UIFE9VIENFWY,ESALRCG,ACTIVE,Cadiz GATEBUY,DEPOT
5201110674628,GBBEL37P,INACTIVE,"Bellaghy, Eurofeeders",TERMINAL
W1CBSB5RZG2GU,CNYPUXH,ACTIVE,YANGPU UNIVERSAL,TERMINAL
3QYPY8JFVSN0F,,INACTIVE,N Canton    Oh,TO BE UPDATED
0ZBX51X7DDMYM,,INACTIVE,Sindringen (Forchtenberg),TO BE UPDATED
2UPTK1RJJDLQ9,CNSHEYF,INACTIVE,ShenZhen Greating Shekou Depot,DEPOT
02QJLW6XJLDHB,,INACTIVE,Baldwyn,TO BE UPDATED
3ASVEE5RVJT2B,USKNTMA,INACTIVE,Matlack Inc,CUSTOMER LOCATION
287O83Q6DEJ98,CNTII30P,INACTIVE,Taiping,DEPOT
3EWOQ4EWXDF26,CNSGHWQ,ACTIVE,Shanghai Wai Gao Qiao Terminal,TERMINAL
EPM3FJOO3DEZA,IDBTITB,ACTIVE,PT Truckindo Batam,DEPOT
8FKMQQPRFGLWR,INHAZSB,ACTIVE,Seabird Marine Services Pvt Ltd,DEPOT
1PLEML9NDXNJY,DEMHG01,ACTIVE,DBI Mannheim,DEPOT
QLXBAFPTGUQIZ,SEGOTGR,ACTIVE,Goteborg RoRo,DEPOT
03KUJMNN7X5RY,,INACTIVE,Changan,TO BE UPDATED
EA1PMCJDL1AMT,ITRSCRH,ACTIVE,Rail Hub Europe SpA,DEPOT
3JPBA4UZXKMW4,USHBR31P,INACTIVE,UPS Worldwide Logistics,CUSTOMER LOCATION
1W17AFWYBPMOI,MYSBWTM,ACTIVE,Sibu Terminal - Rajang Port Authori,TERMINAL
27XRGEXMJFK3J,,INACTIVE,Guilford    Ct,TO BE UPDATED
23ZB7KGOLTRBH,ESVCIMS,ACTIVE,MSC Terminal Valencia,TERMINAL
2ERUQ75BEDPXA,,INACTIVE,Redcliff    Ab,TO BE UPDATED
0HISK4JCTVQB8,,INACTIVE,Bad Nauheim Military Depot,DEPOT
0HT4FDN699473,USRNO01,ACTIVE,ReNo Nevada / Fundis Trucking,DEPOT
2ZVCJX97I743J,USTWLBN,ACTIVE,Twl-Bn Rr,RAIL TERMINAL
1SOUDP8KMAC2I,CNTSTHC,ACTIVE,CIXC Star Container(Qingdao) Co Ltd,DEPOT
13P6W3H7BRCE7,USLGB10,INACTIVE,Lgb-Ice,DEPOT
7994839701799,USLUK30P,ACTIVE,Louis Dreyfus Transport Logistics,CUSTOMER LOCATION
0590164242587,NOKRS30P,INACTIVE,ELKEM FISKAA KRISTIANSAND,TERMINAL
7958276345375,USOMA30P,INACTIVE,TRIMODAL,DEPOT
ANDEMSO80U0DZ,ZAIE4CR,ACTIVE,Cato Ridge Rail Terminal,RAIL TERMINAL
0CLX2D3FUHXMN,SGSIN01,INACTIVE,Singapore -Container Freight Statio,CONTAINER FREIGHT STATION
1ITWA2MFNOYD6,IRTABTM,INACTIVE,Tabriz Terminal,TERMINAL
0ESQ60UA1UKXQ,CNLHIFM,INACTIVE,Fullymoon Shipping + Transportation,TO BE UPDATED
3VH48NVMHLEFL,USMINSL,INACTIVE,MMT,DEPOT
PT9LU6IZP8DR1,INTHMIC,ACTIVE,CONTINENTAL MULTIMODAL TERMINALS,RAIL TERMINAL
3U6HAX0TQOMK7,DESTU01,ACTIVE,DP World Stuttgart GmbH,DEPOT
WZZDSBCBDQYQH,USCSXB4,ACTIVE,PRICE TRANSFER BLDG 4,DEPOT
0LMSZX2XXWVWF,,INACTIVE,Iloilo,TO BE UPDATED
0QU9YU9AJ7FRK,BRSSZRT,INACTIVE,Compass Container Services LTD,RAIL TERMINAL
0UT8VGJPP9LXE,INJHTAP,ACTIVE,Apollo Logisolutions Limited,DEPOT
3JUA13POVN8RX,CATORC1,ACTIVE,Conforce 1,DEPOT
1BMS593WSL9BZ,,INACTIVE,Tar Heel    Nc,TO BE UPDATED
5273675893095,FRLEH38P,INACTIVE,TRUCKER DEPOT DUBOC LEHAVRE,DEPOT
16FMO5OD6KTZ6,BRRI7,ACTIVE,Rate Of Exchange,CUSTOMER LOCATION
3PV5HLCWVX9Q7,,INACTIVE,Jasaan,TO BE UPDATED
5847652086917,DEMUN31P,INACTIVE,Triangulation Des Sector,DEPOT
36KIBD46BWY12,KZ8DYRR,INACTIVE,Zhaksymay Rail Station,RAIL TERMINAL
07YHFEKXDRJWE,,INACTIVE,Hoerstel,TO BE UPDATED
07OMAKNY84YPY,USOAKTH,ACTIVE,Three Harbors Services,DEPOT
0VCOQN3H8I1KH,BWUO5RT,ACTIVE,Francon,TERMINAL
34DGWOAE995BP,USMFACS,INACTIVE,US Cold Storage,DEPOT
0TKID6N0RDSOA,NICIOPT,ACTIVE,Corinto Terminal,TERMINAL
GZHVA3VCVZOX1,NODRMDS,ACTIVE,Drammen Shipping,DEPOT
36KKBU8G8PYS3,CNHUPYY,INACTIVE,Huangpu Yongye Terminal,BARGE TERMINAL
KOSOODA8TR5OL,VNHPHHI,INACTIVE,Hai Phong International Container T,TERMINAL
25CU3TCXXT9PI,GBIPS01,ACTIVE,"IPSWICH, ABP",DEPOT
14J1QYOH0JGEK,USFSK31P,INACTIVE,Old Navy Distribution Center,CUSTOMER LOCATION
6820823604623,BRSSA30P,ACTIVE,MERIDIANMODAL LOGISTICA DE TRANSPOR,DEPOT
NKUSOAMW0W0KX,AUMELVP,ACTIVE,"Valley Pack, Melbourne",DEPOT
2K6P02XA1H0HH,CNHUPYT,ACTIVE,Huangpu Yuantai Depot,DEPOT
2WULIGYUNGPIR,DELHRM1,INACTIVE,Lahr Military Depot,DEPOT
0NJWVX9YXTZSI,RUUKARR,INACTIVE,"UST Kamenogorsk, Russia",RAIL TERMINAL
5668438852610,USCWV30P,INACTIVE,Muehlstein Global Distribution Cent,CUSTOMER LOCATION
LPEQEC3WU5EXB,MXZLOIT,ACTIVE,Impala Terminals,TERMINAL
21IGRM6DZKG5Y,CNDAIWY,ACTIVE,"SINOTRANS DALIAN LOGISTICS CO.,LTD",DEPOT
3G063LDYO9H7I,MYLPKTM,ACTIVE,Northport (Malaysia) Bhd,TERMINAL
3EXBSB9RDCHVI,COSMRAR,INACTIVE,Aras,DEPOT
04OBCFRNBGDTL,BEANTR17,ACTIVE,Progeco 3,DEPOT
2KE50MKU7TYYS,HNELPZP,ACTIVE,ZIP El Porvenir,CUSTOMER LOCATION
WZXPFKFALOVMP,VNHPHGF,ACTIVE,GREATING FORTUNE JSC - HAI PHONG,DEPOT
3GAHN1HCDNARL,AUSYDBLK,ACTIVE,Sydney Bulk Release Depot,DEPOT
0CM0FHFU4VYWV,,INACTIVE,Warren      Mn,TO BE UPDATED
KWK57WQSB5IDL,TGLFWLC,ACTIVE,Lome Container Terminal,TERMINAL
G1FXWZQPPTCVF,KWSAADP,ACTIVE,Kuwait-Shuaiba Depot,TERMINAL
135ML7C2UQQGV,,INACTIVE,Hot Springs Sd,TO BE UPDATED
2MQ6SDMSD2Q9Q,CNFANCS,INACTIVE,Fangcun Conbridge Shipping Ltd,TO BE UPDATED
2DEW058RW3MX3,INKRQPC,ACTIVE,Pragati Container Repair & Logistic,DEPOT
0D0K6UY5IJ1A8,USOMAIOS,INACTIVE,Omaha IOS,DEPOT
0536370920267,THBKK37P,ACTIVE,Tiger Yard Co Ltd,DEPOT
NIKLGVD4GO2WG,IDSUBPC,ACTIVE,PT Citra Prima Container,DEPOT
3601801383124,DEEMM30P,INACTIVE,RHEIN WAAL TERMINAL EMMERICH,DEPOT
3F6RJI8H6Z9G5,ECGYE07,ACTIVE,Citikold S.A.,DEPOT
RZQLGTXWJSBH1,USCOIRR,ACTIVE,ROSSVILLE NS Rail Ramp,RAIL TERMINAL
00K51I385AVQI,DEKINM1,INACTIVE,Kindsbach Military Depot,DEPOT
SNNTSJXXJGR3P,VNSGNIT,ACTIVE,SP-ITC Port,TERMINAL
5150230408250,USBIM33P,INACTIVE,Crh North America,CUSTOMER LOCATION
2QTHRTW5O1OXM,NLTLB01,ACTIVE,BTT Barge Terminal Tilburg,BARGE TERMINAL
20TTUPGEMNE8Z,TN3D9SB,ACTIVE,Sidi Bou Ali,DEPOT
9561789985542,JPYOK31P,ACTIVE,Daikoku C-4,TERMINAL
3J5IYUFE4KTYL,AUBNE42P,ACTIVE,KENT MOVING & STORAGE,DEPOT
13Z4F5NBNLQWU,BRSSZMG,INACTIVE,"Santos, Tra Mesquita Guaruja",TO BE UPDATED
